student_id,problem_id,correctness_rate,attempts,attempted_at,difficulty,runtime_ms,source_code,complexity_score,prev_difficulty,label,prev_difficulty_ord,train_test_split
6c0c8e2d-e112-4750-8792-0d4a4a8d07e3,43,100.0,1,2026-08-16 08:05:26.194469+00:00,easy,4834,"def transform_string(text, operations):
    """"""
    Apply each operation in operations to text in order, and return the result. Unrecognized ops are skipped.
    """"""
    for op in operations:
        if op == ""upper"":
            text = text.upper()
        elif op == ""lower"":
            text = text.lower()
        elif op == ""title"":
            text = text.title()
        elif op == ""reverse"":
            text = text[::-1]
        elif op == ""strip"":
            text = text.strip()
        elif op == ""remove_spaces"":
            text = text.replace("" "", """")
        elif op == ""replace_vowels"":
            text = """".join(""*"" if ch in ""aeiouAEIOU"" else ch for ch in text)
    return text",2,easy,medium,0,TRAIN
6c0c8e2d-e112-4750-8792-0d4a4a8d07e3,25,100.0,1,2026-08-16 08:07:55.843066+00:00,easy,4794,"def collatz(n):
    """"""
    Return the Collatz sequence starting at n and ending at 1, inclusive of both endpoints.
    """"""
    sequence = [n]
    while n != 1:
        if n % 2 == 0:
            n = n // 2
        else:
            n = 3 * n + 1
        sequence.append(n)
    return sequence",1,easy,medium,0,TRAIN
85df0684-fa3d-46ac-a545-1b504a226f4a,58,100.0,7,2026-08-16 06:06:15.857916+00:00,medium,5814,"class Account:
    def __init__(self, owner, balance=0):
        self.owner = owner
        self.balance = balance

    def deposit(self, amount):
        self.balance += amount

    def withdraw(self, amount):
        if amount > self.balance:
            raise ValueError(""error"")
        self.balance -= amount

    def get_balance(self):
        return self.balance

    def __str__(self):
        return f""{self.owner}: {self.balance}""

class SavingsAccount(Account):
    def __init__(self, owner, balance, interest_rate):
        super().__init__(owner, balance)
        self.interest_rate = interest_rate

    def apply_interest(self):
        self.balance = round(
            self.balance * (1+self.interest_rate/100), 2
        )

    def withdraw(self, amount):
        if self.balance - amount < 500:
            raise ValueError(""error"")
        self.balance -= amount

class CreditAccount(Account):
    def __init__(self, owner, credit_limit):
        super().__init__(owner, 0)
        self.credit_limit = credit_limit

    def withdraw(self, amount):
        if self.balance - amount < -self.credit_limit:
            raise ValueError(""error"")
        self.balance -= amount

    def available_credit(self):
        return self.credit_limit+self.balance
",3,,easy,-1,TRAIN
85df0684-fa3d-46ac-a545-1b504a226f4a,55,87.5,14,2026-08-16 06:25:39.596985+00:00,medium,9128,"class Shape:
    def area(self):
        return 0

    def describe(self):
        return f""I am a {self.__class__.__name__} with area {round(self.area(), 2)}""

class Circle(Shape):
    def __init__(self, radius):
        self.radius = radius

    def area(self):
        return round(3.14159 * self.radius**2, 2)

class Rectangle(Shape):
    def __init__(self, width, height):
        self.width = width
        self.height = height

    def area(self):
        return self.width * self.height

class Triangle(Shape):
    def __init__(self, base, height):
        self.base = base
        self.height = height

    def area(self):
        return 0.5 * self.base * self.height
",0,medium,medium,1,TRAIN
85df0684-fa3d-46ac-a545-1b504a226f4a,43,100.0,2,2026-08-16 06:47:28.776571+00:00,easy,4827,"def transform_string(text, operations):
    """"""
    Apply each operation in operations to text in order, and return the result. Unrecognized ops are skipped.
    """"""
    for operation in operations:
        match operation:
            case ""upper"":
                text = text.upper()
            case ""lower"":
                text = text.lower()
            case ""title"":
                text = text.title()
            case ""reverse"":
                text = """".join(reversed(text))
            case ""strip"":
                text = text.strip()
            case ""remove_spaces"":
                text = text.replace("" "", """")
            case ""replace_vowels"":
                text = """".join(""*"" if char in ""aeiouAEIOU"" else char for char in text)
            case _:
                pass
    return text
",2,medium,medium,1,TRAIN
85df0684-fa3d-46ac-a545-1b504a226f4a,37,100.0,2,2026-08-16 06:52:43.572573+00:00,easy,5827,"def count_occurrences(text, sub):
    """"""
    Return the number of non-overlapping, case-insensitive occurrences of sub in text.
    """"""
    return text.lower().count(sub.lower())
",0,easy,medium,0,TRAIN
85df0684-fa3d-46ac-a545-1b504a226f4a,40,100.0,2,2026-08-16 07:01:25.426967+00:00,easy,4868,"def filter_transform(nums):
    """"""
    Return a list of the even numbers in nums, each multiplied by 2 (use a list comprehension).
    """"""
    return [num * 2 for num in nums if num % 2 == 0]
",1,easy,medium,0,TRAIN
85df0684-fa3d-46ac-a545-1b504a226f4a,38,100.0,2,2026-08-16 07:08:27.960177+00:00,easy,4876,"def is_palindrome_str(s):
    """"""
    Return True if s is a palindrome, ignoring spaces and casing.
    """"""
    cleaned = s.replace("" "", """").lower()
    return cleaned == cleaned[::-1]
",0,easy,medium,0,TRAIN
983e1147-71fc-4e44-9c9d-e0be00ca82c6,55,100.0,17,2026-08-17 10:42:33.624837+00:00,medium,8005,"class Shape:

    def area(self):
        return 0.0

    def describe(self):
        area_val = round(self.area(), 2)
        if area_val == int(area_val):
            area_str = f""{area_val:.1f}""
        else:
            area_str = f""{area_val:.2f}""
        return f""I am a {self.__class__.__name__} with area {area_str}""


class Circle(Shape):

    def __init__(self, radius):
        self.radius = radius

    def area(self):
        return round(3.14159 * (self.radius**2), 2)


class Rectangle(Shape):

    def __init__(self, width, height):
        self.width = width
        self.height = height

    def area(self):
        return float(self.width * self.height)


class Triangle(Shape):

    def __init__(self, base, height):
        self.base = base
        self.height = height

    def area(self):
        return float(0.5 * self.base * self.height)",0,,hard,-1,TRAIN
983e1147-71fc-4e44-9c9d-e0be00ca82c6,56,100.0,1,2026-08-17 10:45:29.252768+00:00,medium,6972,"class Vehicle:

    def __init__(self, brand, speed):
        self.brand = brand
        self.speed = speed

    def describe(self):
        return f""Vehicle: {self.brand}, Speed: {self.speed} km/h""

    def is_fast(self):
        return self.speed > 120


class Car(Vehicle):

    def __init__(self, brand, speed, doors):
        super().__init__(brand, speed)
        self.doors = doors

    def describe(self):
        return f""Car: {self.brand}, Speed: {self.speed} km/h, Doors: {self.doors}""


class Motorcycle(Vehicle):

    def __init__(self, brand, speed):
        super().__init__(brand, speed)

    def describe(self):
        return f""Motorcycle: {self.brand}, Speed: {self.speed} km/h""


class Truck(Vehicle):

    def __init__(self, brand, speed, payload):
        super().__init__(brand, speed)
        self.payload = payload

    def describe(self):
        return f""Truck: {self.brand}, Speed: {self.speed} km/h, Payload: {self.payload}t""",3,medium,hard,1,TRAIN
983e1147-71fc-4e44-9c9d-e0be00ca82c6,59,100.0,1,2026-08-17 10:49:50.293102+00:00,medium,8131,"class Media:

    def __init__(self, title, creator, year):
        self.title = title
        self.creator = creator
        self.year = year

    def info(self):
        return f""{self.title} by {self.creator} ({self.year})""

    def is_classic(self):
        return self.year < 2000


class Book(Media):

    def __init__(self, title, creator, year, pages):
        super().__init__(title, creator, year)
        self.pages = pages

    def info(self):
        return f""{self.title} by {self.creator} ({self.year}) — {self.pages} pages""

    def reading_time(self, wpm=250):
        return round((self.pages * 250) / wpm)


class Movie(Media):

    def __init__(self, title, creator, year, duration_min):
        super().__init__(title, creator, year)
        self.duration_min = duration_min

    def info(self):
        return f""{self.title} directed by {self.creator} ({self.year}) — {self.duration_min} min""

    def is_feature(self):
        return self.duration_min >= 60


class Song(Media):

    def __init__(self, title, creator, year, duration_sec):
        super().__init__(title, creator, year)
        self.duration_sec = duration_sec

    def info(self):
        return f""{self.title} by {self.creator} ({self.year}) — {self.duration_sec}s""

    def formatted_duration(self):
        minutes = self.duration_sec // 60
        seconds = self.duration_sec % 60
        return f""{minutes}:{seconds:02d}""",3,medium,hard,1,TRAIN
983e1147-71fc-4e44-9c9d-e0be00ca82c6,60,100.0,1,2026-08-17 10:52:42.031480+00:00,medium,6923,"class Pet:

    def __init__(self, name, age, owner):
        self.name = name
        self.age = age
        self.owner = owner

    def info(self):
        return f""{self.name} (age {self.age}), owned by {self.owner}""

    def sound(self):
        return f""{self.name} makes a sound""

    def human_age(self):
        return self.age * 7


class Dog(Pet):

    def __init__(self, name, age, owner, breed):
        super().__init__(name, age, owner)
        self.breed = breed

    def sound(self):
        return f""{self.name} barks""

    def info(self):
        return f""{super().info()}, Breed: {self.breed}""

    def human_age(self):
        return self.age * 7


class Cat(Pet):

    def __init__(self, name, age, owner, indoor):
        super().__init__(name, age, owner)
        self.indoor = indoor

    def sound(self):
        return f""{self.name} meows""

    def info(self):
        return f""{super().info()}, Indoor: {self.indoor}""

    def human_age(self):
        return self.age * 5


class Parrot(Pet):

    def __init__(self, name, age, owner, phrase):
        super().__init__(name, age, owner)
        self.phrase = phrase

    def sound(self):
        return f""{self.name} says: {self.phrase}""

    def info(self):
        return f""{super().info()}, Phrase: {self.phrase}""

    def human_age(self):
        return self.age * 4",3,medium,medium,1,TRAIN
a92e1598-3b6c-41a3-bba2-671d2c899681,73,100.0,1,2026-08-16 14:51:49.783911+00:00,medium,5985,"class Book:
    def __init__(self, title: str, author: str, available: bool = True):
        self.title = title
        self.author = author
        self.available = available


class Library:
    def __init__(self):
        self.books = {}

    def add_book(self, title: str, author: str):
        self.books[title] = Book(title, author)

    def borrow_book(self, title: str):
        if title not in self.books:
            raise ValueError(f""Book '{title}' not found in library."")
        if not self.books[title].available:
            raise ValueError(f""Book '{title}' is already borrowed."")
        self.books[title].available = False

    def return_book(self, title: str):
        if title not in self.books:
            raise ValueError(f""Book '{title}' not found in library."")
        if self.books[title].available:
            raise ValueError(f""Book '{title}' is not currently borrowed."")
        self.books[title].available = True

    def available_books(self) -> list:
        return sorted([
            book.title for book in self.books.values() if book.available
        ])

    def search_by_author(self, author: str) -> list:
        return sorted([
            book.title for book in self.books.values() if book.author == author
        ])",1,,hard,-1,TRAIN
a92e1598-3b6c-41a3-bba2-671d2c899681,74,100.0,1,2026-08-16 14:54:41.539516+00:00,medium,5803,"class Product:
    def __init__(self, name, price, stock):
        self.name = name
        self.price = float(price)
        self.stock = int(stock)

class Store:
    def __init__(self):
        self.products = {}

    def add_product(self, name, price, stock):
        self.products[name] = Product(name, price, stock)

    def buy(self, name, quantity):
        if name not in self.products:
            raise ValueError(""Product not found"")
        if quantity <= 0:
            raise ValueError(""Quantity must be greater than 0"")
        if self.products[name].stock < quantity:
            raise ValueError(""Insufficient stock"")
        
        self.products[name].stock -= quantity

    def restock(self, name, quantity):
        if name not in self.products:
            raise ValueError(""Product not found"")
        if quantity <= 0:
            raise ValueError(""Quantity must be greater than 0"")
            
        self.products[name].stock += quantity

    def total_value(self):
        total = sum(product.price * product.stock for product in self.products.values())
        return round(total, 2)

    def available_products(self):
        available = [name for name, product in self.products.items() if product.stock > 0]
        return sorted(available)",1,medium,hard,1,TRAIN
a92e1598-3b6c-41a3-bba2-671d2c899681,75,100.0,1,2026-08-16 14:57:19.521853+00:00,medium,5834,"class StudentManager:
    def __init__(self):
        self.student_courses = {}
        self.course_students = {}

    def enroll(self, student_name, course_name):
        if student_name not in self.student_courses:
            self.student_courses[student_name] = set()
        if course_name not in self.course_students:
            self.course_students[course_name] = set()
            

        if course_name in self.student_courses[student_name]:
            raise ValueError(""Student is already enrolled in this course."")
            
  
        self.student_courses[student_name].add(course_name)
        self.course_students[course_name].add(student_name)

    def drop(self, student_name, course_name):
     
        if student_name not in self.student_courses or course_name not in self.student_courses[student_name]:
            raise ValueError(""Student is not enrolled in this course."")
            
     
        self.student_courses[student_name].remove(course_name)
        self.course_students[course_name].remove(student_name)
        
        
        if not self.student_courses[student_name]:
            del self.student_courses[student_name]
        if not self.course_students[course_name]:
            del self.course_students[course_name]

    def get_courses(self, student_name):
  
        return sorted(list(self.student_courses.get(student_name, [])))

    def get_students(self, course_name):

        return sorted(list(self.course_students.get(course_name, [])))

    def top_student(self):
        if not self.student_courses:
            return None
        
        best_student = None
        max_courses = 0
        
        for student, courses in self.student_courses.items():
            num_courses = len(courses)
       
            if num_courses > max_courses:
                best_student = student
                max_courses = num_courses
            elif num_courses == max_courses:
                if best_student is None or student < best_student:
                    best_student = student
                    
        return best_student",1,medium,medium,1,TRAIN
a92e1598-3b6c-41a3-bba2-671d2c899681,13,100.0,1,2026-08-16 15:01:10.950869+00:00,easy,6790,"def season_classifier(month):
    """"""
    Print the Northern Hemisphere season for a given month number (1-12), or ""Invalid month"".
    """"""
    if month in [12, 1, 2]:
        print(""Winter"")
    elif month in [3, 4, 5]:
        print(""Spring"")
    elif month in [6, 7, 8]:
        print(""Summer"")
    elif month in [9, 10, 11]:
        print(""Autumn"")
    else:
        print(""Invalid month"")",0,medium,medium,1,TRAIN
a92e1598-3b6c-41a3-bba2-671d2c899681,14,100.0,1,2026-08-16 15:03:10.785423+00:00,easy,5837,"def bmi_classifier(weight, height):
    """"""
    Compute BMI from weight (kg) and height (m) and print ""BMI: {bmi} — {category}"", 
    or ""Invalid input"".
    """"""
    if weight <= 0 or height <= 0:
        print(""Invalid input"")
        return


    bmi = round(weight / (height ** 2), 2)


    if bmi < 18.5:
        category = ""Underweight""
    elif bmi < 25.0:
        category = ""Normal weight""
    elif bmi < 30.0:
        category = ""Overweight""
    else:
        category = ""Obese""

   
    print(f""BMI: {bmi} — {category}"")",0,easy,hard,0,TRAIN
a92e1598-3b6c-41a3-bba2-671d2c899681,105,100.0,1,2026-08-16 15:05:37.926347+00:00,hard,5801,"from collections import deque

def round_robin(tasks, cooldown):
    """"""
    Simulate round-robin scheduling and return the total intervals elapsed until all tasks finish.
    """"""
  
    queue = deque([[name, duration] for name, duration in tasks])
    elapsed = 0
    
    while queue:

        current_task = queue.popleft()
        
    
        remaining_duration = current_task[1]
        worked_time = min(remaining_duration, cooldown)
        
    
        elapsed += worked_time
        current_task[1] -= worked_time
       
        if current_task[1] > 0:
            queue.append(current_task)
            
    return elapsed",1,easy,hard,0,TRAIN
b02626a9-7180-430d-815d-e8688eddf567,37,100.0,3,2026-08-16 12:29:46.899508+00:00,easy,5801,"def count_occurrences(text, sub):
    return text.lower().count(sub.lower())
    pass
",0,,medium,-1,TRAIN
b02626a9-7180-430d-815d-e8688eddf567,38,100.0,2,2026-08-16 13:35:09.880591+00:00,easy,4874,"def is_palindrome_str(s):
    cleaned = s.replace("" "", """").lower()
    return cleaned == cleaned[::-1]
    pass
",0,easy,hard,0,TRAIN
b02626a9-7180-430d-815d-e8688eddf567,136,100.0,2,2026-08-16 13:52:57.213616+00:00,hard,5763,"def flatten(nested):
    result = []
    for item in nested:
        if isinstance(item, list):
            result.extend(flatten(item))
        else:
            result.append(item)
    return result
    pass
",2,easy,hard,0,TRAIN
b02626a9-7180-430d-815d-e8688eddf567,140,100.0,2,2026-08-16 14:53:05.992254+00:00,hard,5837,"def binary_search_recursive(arr, target, low=0, high=None):
    if high is None:
        high = len(arr) - 1
        
    if low > high:
        return -1
        
    mid = (low + high) // 2
    
    if arr[mid] == target:
        return mid

    elif arr[mid] < target:
        return binary_search_recursive(arr, target, mid + 1, high)

    else:
        return binary_search_recursive(arr, target, low, mid - 1)
    pass

def binary_search_count(arr, target):
   
    def find_boundary(arr, target, is_first):
        low, high = 0, len(arr) - 1
        result = -1
        
        while low <= high:
            mid = (low + high) // 2
            
            if arr[mid] == target:
                result = mid
                if is_first:
                    high = mid - 1 
                else:
                    low = mid + 1  
            elif arr[mid] < target:
                low = mid + 1
            else:
                high = mid - 1
                
        return result

    left_idx = find_boundary(arr, target, True)
    
    if left_idx == -1:
        return 0
        
    right_idx = find_boundary(arr, target, False)
    
    return right_idx - left_idx + 1
    pass
",3,hard,hard,2,TRAIN
b02626a9-7180-430d-815d-e8688eddf567,141,100.0,2,2026-08-16 14:57:26.896605+00:00,hard,3900,"def power_set(s):
    
    if not s:
        return [[]]
    first = s[0]
    rest_subsets = power_set(s[1:])
    with_first = [[first] + subset for subset in rest_subsets]
    return rest_subsets + with_first
    pass
",2,hard,medium,2,TRAIN
b02626a9-7180-430d-815d-e8688eddf567,139,100.0,7,2026-08-16 15:00:07.538791+00:00,hard,2932,"def hanoi(n, source, target, auxiliary):
    if n == 0:
        return []
        
    moves = []
    moves.extend(hanoi(n - 1, source, auxiliary, target))
    moves.append(f""Move disk {n} from {source} to {target}"")
    moves.extend(hanoi(n - 1, auxiliary, target, source))
    
    return moves
    pass
",3,hard,hard,2,TRAIN
c946494b-5179-461d-9b58-908e4cebb1ea,109,100.0,4,2026-08-16 16:32:26.985935+00:00,hard,6992,"class ListNode:
    def __init__(self, val=0, next=None):
        self.val = val
        self.next = next


def ll_sum(head):
    total = 0
    curr = head

    while curr:
        total += curr.val
        curr = curr.next

    return total


def ll_to_list(head):
    result = []
    curr = head

    while curr:
        result.append(curr.val)
        curr = curr.next

    return result


def list_to_ll(values):
    if not values:
        return None

    head = ListNode(values[0])
    curr = head

    for val in values[1:]:
        curr.next = ListNode(val)
        curr = curr.next

    return head",1,,hard,-1,TRAIN
c946494b-5179-461d-9b58-908e4cebb1ea,113,100.0,2,2026-08-16 16:47:00.696902+00:00,hard,5816,"class ListNode:
    def __init__(self, val=0, next=None):
        self.val = val
        self.next = next


def merge_sorted(l1, l2):
    """"""
    Merge two sorted linked lists into one sorted linked list
    (relink nodes, don't create new ones) and return the head.
    """"""
    dummy = ListNode()
    curr = dummy

    while l1 is not None and l2 is not None:
        if l1.val <= l2.val:
            curr.next = l1
            l1 = l1.next
        else:
            curr.next = l2
            l2 = l2.next

        curr = curr.next

    if l1 is not None:
        curr.next = l1
    else:
        curr.next = l2

    return dummy.next",1,hard,hard,2,TRAIN
c946494b-5179-461d-9b58-908e4cebb1ea,114,100.0,2,2026-08-16 16:50:40.400259+00:00,hard,5819,"class ListNode:
    def __init__(self, val=0, next=None):
        self.val = val
        self.next = next


def has_cycle(head):
    """"""
    Return True if the linked list contains a cycle,
    using Floyd's slow/fast pointer algorithm.
    """"""
    slow = head
    fast = head

    while fast is not None and fast.next is not None:
        slow = slow.next
        fast = fast.next.next

        if slow is fast:
            return True

    return False


def find_cycle_start(head):
    """"""
    Return the value of the node where the cycle begins,
    or None if there is no cycle.
    """"""
    slow = head
    fast = head

    # First, detect whether a cycle exists.
    while fast is not None and fast.next is not None:
        slow = slow.next
        fast = fast.next.next

        if slow is fast:
            break
    else:
        return None

    # Find the start of the cycle.
    slow = head

    while slow is not fast:
        slow = slow.next
        fast = fast.next

    return slow.val",1,hard,hard,2,TRAIN
c946494b-5179-461d-9b58-908e4cebb1ea,112,100.0,4,2026-08-16 16:52:35.745291+00:00,hard,5795,"class ListNode:
    def __init__(self, val=0, next=None):
        self.val = val
        self.next = next


def find_middle(head):
    """"""
    Return the value of the middle node using slow/fast pointers
    (second middle if even length).
    """"""
    if head is None:
        return None

    slow = head
    fast = head

    while fast is not None and fast.next is not None:
        slow = slow.next
        fast = fast.next.next

    return slow.val",1,hard,hard,2,TRAIN
cc624091-97ec-45ae-b593-822ea65543ab,109,100.0,3,2026-08-16 12:27:25.860680+00:00,hard,6734,"class ListNode:
    def __init__(self, val=0, next=None):
        self.val = val
        self.next = next


def ll_sum(head):
    """"""
    Return the sum of all node values in the linked list. Return 0 for an empty list.
    """"""
    total = 0
    current = head
    while current:
        total += current.val
        current = current.next
    return total


def ll_to_list(head):
    """"""
    Convert a linked list to a Python list of values.
    """"""
    result = []
    current = head
    while current:
        result.append(current.val)
        current = current.next
    return result


def list_to_ll(values):
    """"""
    Convert a Python list to a linked list and return the head node (or None if empty).
    """"""
    if not values:
        return None
    head = ListNode(values[0])
    current = head
    for val in values[1:]:
        current.next = ListNode(val)
        current = current.next
    return head",1,,hard,-1,TRAIN
cc624091-97ec-45ae-b593-822ea65543ab,111,100.0,2,2026-08-16 12:30:44.919440+00:00,hard,4815,"class ListNode:
    def __init__(self, val=0, next=None):
        self.val = val
        self.next = next


def delete_node(head, val):
    """"""
    Delete the first node whose value equals val and return the head. Unchanged if not found.
    """"""
    if head is not None and head.val == val:
        return head.next

    current = head
    while current is not None and current.next is not None:
        if current.next.val == val:
            current.next = current.next.next
            return head
        current = current.next

    return head",1,hard,medium,2,TRAIN
cc624091-97ec-45ae-b593-822ea65543ab,41,100.0,2,2026-08-16 12:33:58.385103+00:00,easy,4813,"def word_lengths(sentence):
    """"""
    Return a list of (word, length) tuples for each word in sentence, preserving order (use a list comprehension).
    """"""
    return [(word, len(word)) for word in sentence.split()]
",1,hard,hard,2,TRAIN
cc624091-97ec-45ae-b593-822ea65543ab,141,100.0,2,2026-08-16 12:36:18.488542+00:00,hard,3889,"def power_set(s):
    """"""
    Recursively return all subsets of s (the power set), including the empty subset.
    """"""
    if not s:
        return [[]]

    first = s[0]
    rest_subsets = power_set(s[1:])

    return rest_subsets + [[first] + subset for subset in rest_subsets]",2,easy,hard,0,TRAIN
cc624091-97ec-45ae-b593-822ea65543ab,110,100.0,2,2026-08-16 12:39:59.834632+00:00,hard,3864,"class ListNode:
    def __init__(self, val=0, next=None):
        self.val = val
        self.next = next


def reverse_list(head):
    """"""
    Reverse the linked list in place (three-pointer technique) and return the new head.
    """"""
    prev = None
    curr = head

    while curr is not None:
        next_node = curr.next
        curr.next = prev
        prev = curr
        curr = next_node

    return prev",1,hard,medium,2,TRAIN
cc624091-97ec-45ae-b593-822ea65543ab,40,100.0,2,2026-08-16 12:42:29.785432+00:00,easy,4859,"def filter_transform(nums):
    """"""
    Return a list of the even numbers in nums, each multiplied by 2 (use a list comprehension).
    """"""
    return [n * 2 for n in nums if n % 2 == 0]
",1,hard,medium,2,TRAIN
f3def67e-3e24-4be2-95eb-f444a4440188,128,100.0,2,2026-08-16 13:48:13.184266+00:00,hard,5865,"def selection_sort(arr):
    """"""
    Sort arr ascending using selection sort. Return the sorted list.
    """"""
    n = len(arr)
    for i in range(n):
        # Find the index of the minimum element in the unsorted portion
        min_idx = i
        for j in range(i + 1, n):
            if arr[j] < arr[min_idx]:
                min_idx = j
        
        # Swap the found minimum element with the first element of the unsorted portion
        arr[i], arr[min_idx] = arr[min_idx], arr[i]
        
    return arr
",2,,hard,-1,TRAIN
f3def67e-3e24-4be2-95eb-f444a4440188,127,100.0,1,2026-08-16 13:51:51.289259+00:00,hard,6758,"def bubble_sort(arr):
    """"""
    Sort arr ascending using bubble sort with early termination. Return the sorted list.
    """"""
    n = len(arr)
    for i in range(n):
        swapped = False
        # Last i elements are already in place
        for j in range(0, n - i - 1):
            if arr[j] > arr[j + 1]:
                # Swap adjacent elements
                arr[j], arr[j + 1] = arr[j + 1], arr[j]
                swapped = True
        
        # If no elements were swapped, the array is already sorted
        if not swapped:
            break
            
    return arr",2,hard,medium,2,TRAIN
f3def67e-3e24-4be2-95eb-f444a4440188,28,100.0,2,2026-08-16 13:54:19.879001+00:00,easy,3867,"def list_stats(nums):
    """"""
    Return ""Total: {total}, Max: {max}, Min: {min}, Count: {count}"" for a non-empty list of numbers.
    """"""
    total = sum(nums)
    maximum = max(nums)
    minimum = min(nums)
    count = len(nums)
    
    return f""Total: {total}, Max: {maximum}, Min: {minimum}, Count: {count}""",0,hard,easy,2,TRAIN
f3def67e-3e24-4be2-95eb-f444a4440188,29,100.0,4,2026-08-16 13:58:52.917162+00:00,easy,2910,"def summarize(text):
    """"""
    Return ""Words: {word_count}, Chars: {char_count}, Unique: {unique_words}, Longest: {longest_word}"" for text.
    """"""
    words = text.split()
    word_count = len(words)
    
    # Count characters excluding whitespace
    char_count = sum(len(w) for w in words)
    
    # Unique word count
    unique_words = len(set(words))
    
    # Find longest word (ties broken by last occurrence)
    longest_word = """"
    for w in words:
        if len(w) >= len(longest_word):
            longest_word = w
            
    return f""Words: {word_count}, Chars: {char_count}, Unique: {unique_words}, Longest: {longest_word}""",1,easy,medium,0,TRAIN
f3def67e-3e24-4be2-95eb-f444a4440188,30,100.0,2,2026-08-16 14:04:03.362501+00:00,easy,5832,"def safe_convert(value, target_type):
    """"""
    Convert value (a string) to target_type (""int""/""float""/""bool""), or return None if conversion fails.
    """"""
    try:
        if target_type == ""int"":
            return int(value)
        elif target_type == ""float"":
            return float(value)
        elif target_type == ""bool"":
            val_lower = value.strip().lower()
            if val_lower in (""true"", ""1""):
                return True
            elif val_lower in (""false"", ""0""):
                return False
            return None
    except (ValueError, TypeError):
        return None
        
    return None",0,easy,hard,0,TRAIN
f3def67e-3e24-4be2-95eb-f444a4440188,129,100.0,2,2026-08-16 14:05:31.276626+00:00,hard,6775,"def insertion_sort(arr):
    """"""
    Sort arr ascending using insertion sort. Return the sorted list.
    """"""
    for i in range(1, len(arr)):
        key = arr[i]
        j = i - 1
        
        # Move elements of arr[0..i-1] that are greater than key
        # to one position ahead of their current position
        while j >= 0 and arr[j] > key:
            arr[j + 1] = arr[j]
            j -= 1
            
        arr[j + 1] = key
        
    return arr",2,easy,hard,0,TRAIN
